id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean,reach_address,reachability,sector_score,geo_score,data_completeness,kmf_score,tier,sector_level_1_clean
860126,L_61297442059,+61 2 9744 2059,Empire Body And Mechanical Repairs,NSW,five dock,"Unit 9/137 Kings Rd, Five Dock NSW 2046, Australia",,,Auto repair shop,False,61297442059,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
860227,L_61297448088,+61 2 9744 8088,The W Clinic Sydney,NSW,burwood,"115 Burwood Rd, Burwood NSW 2134, Australia",,,Dentist,False,61297448088,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,15,7,66.0,Tier 2,Others
10046,L_61297448231,+61 2 9744 8231,Croydon My 24-7 Laundry,NSW,croydon,"42 The Strand, Croydon, NSW, 2132",,,Laundries,False,61297448231,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1044602,L_61297455591,+61 2 9745 5591,Exclusive Hair By Alain,NSW,belmore,"Shop 3, 28 Belmore St, Burwood, NSW, 2134",Hair & Beauty,Hairdressers,,False,61297455591,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2303301,L_61297462495,+61 2 9746 2495,The Cosmetics Company Store,NSW,homebush,"3-5 Underwood Rd, Homebush NSW 2140, Australia",Beauty & Wellness,Beauty Salon / Barber,Cosmetics store,False,61297462495,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
860521,L_61297465787,+61 2 9746 5787,Nsw Centre Of Excellence,NSW,sydney olympic park,"Edwin Flack Ave, Sydney Olympic Park NSW 2127, Australia",,,Gym and Fitness Centre,False,61297465787,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,5,7,73.0,Tier 2,Beauty & Wellness
1705873,L_61297474540,+61 2 9747 4540,Sahara By The Park,NSW,burwood,"100 Burwood Rd Shop 101 Westfield Shopping Centre, Burwood, New South Wales 2134 Australia",Others,Others,"Mediterranean, Turkish",False,61297474540,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,15,10,69.0,Tier 2,Others
860866,L_61297481820,+61 2 9748 1820,Cullens Smash Repairs,NSW,auburn,"Unit 9/11 Newton St S, Auburn NSW 2144, Australia",,,Auto body shop,False,61297481820,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,10,7,61.0,Tier 2,Others
1032890,L_61297487739,+61 2 9748 7739,Economy Carpets,NSW,silverwater,"
44 Adderley East Street,
SILVERWATER, NSW, 2128
",Furniture,Carpet,,False,61297487739,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
885291,L_61297550716,+61 2 9755 0716,Davmar Industries Pty Ltd.,NSW,chipping norton,"11/30 Barry Rd, Chipping Norton NSW 2170, Australia",,,Building materials store,False,61297550716,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
885402,L_61297555187,+61 2 9755 5187,Plus Fitness Fairfield,NSW,fairfield,"75/286-292 Fairfield St, Fairfield NSW 2165, Australia",,,Gym and Fitness Centre,False,61297555187,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
885480,L_61297559997,+61 2 9755 9997,Hengâ€™S Garage,NSW,cabramatta,"239 Railway Pde, Cabramatta NSW 2166, Australia",,,Mechanic,False,61297559997,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,15,7,69.0,Tier 2,Professional Services
885583,L_61297562207,+61 2 9756 2207,Wings On Water Swim School,NSW,wetherill park,"2/10 Nello Pl, Wetherill Park NSW 2164, Australia",,,Swimming school,False,61297562207,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
885621,L_61297563314,+61 2 9756 3314,Dj City Smithfield,NSW,smithfield,"3/723 The Horsley Dr, Smithfield NSW 2164, Australia",,,Audio visual equipment supplier,False,61297563314,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
952224,L_61421372613,+61 421 372 613,L.Ash Beauty,NSW,nelson bay,"Cinema Mall, 22, Shop 7/23 Stockton St, Nelson Bay NSW 2315, Australia",,,Beauty salon,False,61421372613,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,26.0,1,7,74.0,Tier 2,Beauty & Wellness
961383,L_61430799235,+61 430 799 235,The Advertising Company,NSW,kirribilli,"27/101 Waruda St, Kirribilli NSW 2160, Australia",,,Marketing consultant,False,61430799235,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,26.0,1,7,74.0,Tier 2,Retail
2256362,L_61297574400,+61 2 9757 4400,Paradise Kitchens,NSW,wetherill park,"70 Hassall St, Wetherill Park NSW 2164, Australia",Others,Others,Kitchen remodeler,False,61297574400,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
885900,L_61297574999,+61 2 9757 4999,Perfect Nails,NSW,wakeley,"30 Bulls Rd, Wakeley NSW 2176, Australia",,,Nail salon,False,61297574999,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
1035038,L_61431478549,+61 431 478 549,Lorenza Almeida,NSW,baulkham hills,"Lorenza Almeida,  suttor place  , Baulkham Hills, NSW, 2153",Retail Shopping,Maternity Retailers,Massage therapy,False,61431478549,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,26.0,1,10,77.0,Tier 2,Retail
885906,L_61297576400,+61 2 9757 6400,Smithfield Medical And Dental Centre,NSW,smithfield,"675 The Horsley Dr, Smithfield NSW 2164, Australia",,,Medical clinic,False,61297576400,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
2314490,L_61297580004,61297580004,Lakemba Halal Meat,NSW,sydney,36 Haldon Street 2195 Sydney - Lakemba,Retail,Grocery / Convenience Store,Butcher,False,61297580004,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
886243,L_61297599881,+61 2 9759 9881,Tsang Joseph K W,NSW,greenacre,"241 Waterloo Rd, Greenacre NSW 2190, Australia",,,General practitioner,False,61297599881,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
886245,L_61297600000,+61 2 9760 0000,Reno Art Pty Ltd,NSW,granville,"2/2 Factory St, Granville NSW 2142, Australia",,,Art supply store,False,61297600000,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,10,7,61.0,Tier 2,Others
886398,L_61297635282,+61 2 9763 5282,Royal Paradise Biryani,NSW,north strathfield,"14 George St, North Strathfield NSW 2137, Australia",,,Biryani restaurant,False,61297635282,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
2154002,L_61297690767,02 9769 0767,Emma Cresent Gourmet Chickens - Wentworthville,NSW,wentworthville,"14A Emma Cres, Wentworthville, NSW, 2145",Others,Others,Takeaways,False,61297690767,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
886835,L_61297722500,+61 2 9772 2500,Koala Clothing Australia,NSW,revesby,"37 Marigold St, Revesby NSW 2212, Australia",,,Clothing supplier,False,61297722500,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
2307523,L_61297724592,+61 2 9772 4592,The Beauty Shed Sydney,NSW,padstow,"9A Padstow Parade, Padstow NSW 2211, Australia",Beauty & Wellness,Beauty Salon / Barber,Beauty salon,False,61297724592,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
886960,L_61297731861,+61 2 9773 1861,Masi Kitchens And Outdoor Appliances,NSW,bankstown,"6 Chapel Rd, Bankstown NSW 2200, Australia",,,Countertop store,False,61297731861,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,10,7,61.0,Tier 2,Others
1018540,L_61297731978,+61 2 9773 1978,Maggie'S Beaute Essentials,NSW,milperra,"Shop 4 / 6 Bullecourt Ave, Milperra, NSWBeauty Salons Milperra",Beauty & Personal Care,Beauty Salons Milperra,Hair salon,False,61297731978,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2260892,L_61412559138,+61 412 559 138,Energy Market Consulting Associates (Emcª),NSW,north sydney,"Level 25/100 Mount St, North Sydney NSW 2060, Australia",Professional Services,Real Estate & Property,Business management consultant,False,61412559138,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,12.0,5,10,67.0,Tier 2,Professional Services
983553,L_61483966178,+61 483 966 178,Hi Pilates Artarmon,NSW,artarmon,"Level 1/13 Elizabeth St, Artarmon NSW 2064, Australia",,,Pilates studio,False,61483966178,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,26.0,1,7,74.0,Tier 2,Beauty & Wellness
785735,L_61285269182,+61 2 8526 9182,Lovisa,NSW,shop,"Shopping Centre, Shop 2023/1 Pitt St, Merrylands NSW 2160, Australia",,,Jewelry store,False,61285269182,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
2201811,L_61280655686,02 8065 5686,Alegrias Spanish Tapas,NSW,balmain,"Shop 9,332 Darling St,Balmain,NSW,2041",Others,Others,Restaurants,False,61280655686,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
887408,L_61297852444,+61 2 9785 2444,Online Batteries Sydney Supercharge Batteries Battery Store,NSW,picnic point,"2 Eucalyptus Ct, Picnic Point NSW 2213, Australia",,,Battery store,False,61297852444,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
887001,L_61297734320,+61 2 9773 4320,Oz Rug,NSW,guildford,"342 Woodville Rd, Guildford NSW 2161, Australia",,,Rug store,False,61297734320,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
887163,L_61297741911,+61 2 9774 1911,Sydney Powder Coating,NSW,padstow,"Unit 6/35 Bryant St, Padstow NSW 2211, Australia",,,Powder coating service,False,61297741911,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
887204,L_61297743926,+61 2 9774 3926,Brian Hewson Tyres & Suspension,NSW,milperra,"UNIT 3/358 Horsley Rd, Milperra NSW 2214, Australia",,,Tire shop,False,61297743926,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
887683,L_61297896566,+61 2 9789 6566,Ly Timber Flooring Pty Ltd,NSW,campsie,"7/124-128 Beamish St, Campsie NSW 2194, Australia",,,Flooring store,False,61297896566,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,15,7,66.0,Tier 2,Others
2253753,L_61297896672,+61 2 9789 6672,Campsie Hotel,NSW,campsie,"327 Beamish St, Campsie NSW 2194, Australia",Others,Hotel / Motel / Accommodation,Hotel,False,61297896672,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,15,10,69.0,Tier 2,Others
887697,L_61297897284,+61 2 9789 7284,Pho Mom,NSW,canterbury,"259 Canterbury Rd, Canterbury NSW 2193, Australia",,,Vietnamese restaurant,False,61297897284,landline,1.0,1,Level 3,25,True,True,False,True,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
888122,L_61297921732,+61 2 9792 1732,Sdl Revesby,NSW,revesby,"Shop 6/20/30 Blamey St, Revesby NSW 2212, Australia",,,Skin care clinic,False,61297921732,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
2314521,L_61297931161,61297931161,Australian Pharmacy Compounding,NSW,sydney,29 Kitchener Parade 2200 Sydney - Bankstown,Retail,Grocery / Convenience Store,Groceries,False,61297931161,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
1040947,L_61283080448,+61 2 8308 0448,Louie'S Tailoring,NSW,surry hills,"
403 Bourke Street,
SURRY HILLS, NSW, 2010
",Clothing,Clothing Mending &/or Alterations,,False,61283080448,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
759422,L_61280566495,+61 2 8056 6495,Timeless Cuts Syd,NSW,earlwood,"Shop 10/363-365 Homer St, Earlwood NSW 2206, Australia",,,Barber shop,False,61280566495,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
1031534,L_61297938800,+61 2 9793 8800,B & S Budget Auto Parts & Accessories,NSW,greenacre,"
24 Rawson Rd,
GREENACRE, NSW, 2190
",Car Accessories,Car Accessories - Retail,,False,61297938800,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
888653,L_61297978878,+61 2 9797 8878,Ashfield Rsl Club,NSW,ashfield,"374 Liverpool Rd, Ashfield NSW 2131, Australia",,,Rsl club,False,61297978878,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,15,7,66.0,Tier 2,Others
888786,L_61297987282,+61 2 9798 7282,Summer Hill Wine Shop,NSW,summer hill,"7 Lackey St, Summer Hill NSW 2130, Australia",,,Wine store,False,61297987282,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
995253,L_61297992111,+61 2 9799 2111,Lucy'S Florist,NSW,summer hill,"
43 Lackey St,
SUMMER HILL, NSW, 2130
",Retail,Florists,Yelp (4) Â· Florist,False,61297992111,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1036003,L_61297992155,+61 2 9799 2155,Giraffe Removals,NSW,carlton,"
6 Carlton Crescent,
SUMMER HILL, NSW, 2130
",Furniture,Furniture Storage & Removals,Movers,False,61297992155,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
989911,L_61297992353,+61 2 9799 2353,Pappas B,NSW,croydon,"
109 Edwin St,
CROYDON, NSW, 2132
",Retail,Stores - Grocery Shops & Supermarkets,Grocery store,False,61297992353,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2257843,L_61298015407,+61 2 9801 5407,New Millennium Images Pty Ltd,NSW,wetherill park,"2/76 Hassall St, Wetherill Park NSW 2164, Australia",Retail,Others,Homewares Store,False,61298015407,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
889365,L_61298077137,+61 2 9807 7137,Ryde District Historical Society,NSW,,"770 Victoria Rd, Ryde NSW 2112, Australia",,,Historical society,False,61298077137,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1703988,L_61298078740,+61 2 9807 8740,Chicken V West Ryde,NSW,parramatta,"2 Walkley Ptwy, Wentworth Point, Parramatta, New South Wales 2114 Australia",Others,Others,,False,61298078740,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,15,10,69.0,Tier 2,Others
889331,L_61298075188,+61 2 9807 5188,Travelabouts Solo Travel Club,NSW,west ryde,"117 Ryedale Rd, West Ryde NSW 2114, Australia",,,Boat club,False,61298075188,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
998243,L_61298084288,+61 2 9808 4288,Australian Fashion Eyewear Pty Ltd,NSW,ryde,"
982 Victoria Rd,
WEST RYDE, NSW, 2114
",Retail,Sun Glasses Retail,Eyewear & optician,False,61298084288,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
889530,L_61298090155,+61 2 9809 0155,Dr Boom Communications Gladesville,NSW,gladesville,"Unit 2/56 Buffalo Rd, Gladesville NSW 2111, Australia",,,Mobile phone repair shop,False,61298090155,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
889641,L_61298096417,+61 2 9809 6417,Golden Island Chinese Take Away,NSW,meadowbank,"27 Bank St, Meadowbank NSW 2114, Australia",,,Chinese Takeaway,False,61298096417,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
998321,L_61298101126,+61 2 9810 1126,Philadelphia Philpot,NSW,balmain,"
BALMAIN, NSW, 2041
",Retail,Millinery Retailers,Clothing store,False,61298101126,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1029358,L_61298101268,+61 2 9810 1268,Mecca Maxima Balmain,NSW,balmain,"Ground Floor Shop 348 Darling St, Balmain, NSW 2041",Retail Store,Cosmetic Store,,False,61298101268,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2314560,L_61298109789,61298109789,Amt Australia Pty Ltd,NSW,hornsby,"Suite 1, Level 1/22-28 Edgeworth David Ave, Hornsby NSW 2077 ",Retail,Electronics & Appliances,Computer support and services,False,61298109789,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1018409,L_61298170586,+61 2 9817 0586,Studio Blue Beauty,NSW,gladesville,"Suite 7/ 191 Victoria Rd, Gladesville, NSWBeauty Salons Gladesville",Beauty & Personal Care,Beauty Salons Gladesville,Hair salon,False,61298170586,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
890236,L_61298187898,+61 2 9818 7898,Lilyâ€™S Nail Boutique,NSW,rozelle,"738 Darling St, Rozelle NSW 2039, Australia",,,Nail salon,False,61298187898,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
890331,L_61298202762,+61 2 9820 2762,Tiger Buckets & Attachments,NSW,minto,"12 Airds Rd, Minto NSW 2566, Australia",,,Manufacturer,False,61298202762,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
861130,L_61297502237,+61 2 9750 2237,Delicasella,NSW,roselands,"24 Roselands Ave, Roselands NSW 2196, Australia",,,Cold cut store,False,61297502237,landline,1.0,1,Level 3,25,True,True,False,True,NSW,10,35,9.0,10,7,61.0,Tier 2,Others
991288,L_61298332525,+61 2 9833 2525,Simply Electronic,NSW,st marys,"
16/32-36 Charles St,
ST MARYS, NSW, 2760
",Retail,Electronic Equipment & Parts,Electronics store,False,61298332525,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
949146,L_61418445469,+61 418 445 469,Your Sanctuary Day Spa,NSW,pyrmont,"31 Darling Island Rd, Pyrmont NSW 2009, Australia",,,Day spa,False,61418445469,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,26.0,1,7,74.0,Tier 2,Beauty & Wellness
890667,L_61298228159,+61 2 9822 8159,Champion Outlet Liverpool,NSW,liverpool,"Shop 19 Fashion Spree Outlet Centre, 5 Viscount Pl, Liverpool NSW 2170, Australia",,,Clothing store,False,61298228159,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
890842,L_61298241208,+61 2 9824 1208,Pearl Nails Westfield Liverpool,NSW,liverpool,"2092 Elizabeth Dr, Liverpool NSW 2170, Australia",,,Nail salon,False,61298241208,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
891062,L_61298261314,+61 2 9826 1314,Kemps Creek Auto Repairs,NSW,kemps creek,"Elizabeth Dr & Salisbury Ave, Kemps Creek NSW 2178, Australia",,,Auto repair shop,False,61298261314,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
891187,L_61298283100,+61 2 9828 3100,Sydney Mainfreight Warehousing - Kookaburra,NSW,prestons,"55 Yarrunga St, Prestons NSW 2170, Australia",,,Logistics service,False,61298283100,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
891200,L_61298288123,+61 2 9828 8123,Geely Liverpool,NSW,warwick farm,"13 Hume Hwy, Warwick Farm NSW 2170, Australia",,,Car dealer,False,61298288123,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
891453,L_61298313966,+61 2 9831 3966,Rebel Blacktown,NSW,blacktown,"Westpoint Shopping Centre, Level 3/17 Patrick St, Blacktown NSW 2148, Australia",,,Sporting goods store,False,61298313966,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
1001193,L_61298314117,+61 2 9831 4117,National Hail Group Pty Ltd,NSW,blacktown,"
Unit 10 47 Third Ave,
BLACKTOWN, NSW, 2148
",Retail,Panel Beaters & Painters,Auto parts & supply store,False,61298314117,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1032925,L_61298318153,+61 2 9831 8153,Elite Shop Mens Clothing,NSW,blacktown,"
Shop 48b West Point Shpng Cntr,
BLACKTOWN, NSW, 2148
",Clothing,Mens Clothing Retail,,False,61298318153,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
891983,L_61298344273,+61 2 9834 4273,Your Flower Boutique - Western Sydney Online Florist,NSW,rooty hill,"NO WALK INS ONLINE BUSINESS ONLY, 17 Bethel Cl, Rooty Hill NSW 2766, Australia",,,Florist,False,61298344273,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
1711359,L_61298361560,+61 2 9836 1560,Sahara Turkish Street Food,NSW,sydney,"Shop2 The Ponds Shopping Centre, Corner Of Riverbank Drive & The Ponds Boulavade, The Ponds, Sydney, New South Wales 2769 Australia",Others,Others,"Quick Bites, Lebanese",False,61298361560,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,5,10,59.0,Tier 2,Others
892146,L_61298372317,+61 2 9837 2317,Image Hand Car Wash Schofields,NSW,schofields,"Located in the basement car park, Shop 18/227 Railway Terrace, Schofields NSW 2760, Australia",,,Car wash,False,61298372317,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
892174,L_61298375055,+61 2 9837 5055,Krishna'S House Of Spices And Take Away,NSW,quakers hill,"5/11 Railway Rd, Quakers Hill NSW 2763, Australia",,,Indian takeaway,False,61298375055,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
892251,L_61298384151,+61 2 9838 4151,Blacktown Massage -- Yi Hong Therapies,NSW,kings langley,"Shopping Centre-next to Woolworths, shop 2/13 Ravenhill St, Kings Langley NSW 2147, Australia",,,Massage therapist,False,61298384151,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
892890,L_61298589299,+61 2 9858 9299,Eastwood Police Station,NSW,eastwood,"3 Ethel St, Eastwood NSW 2122, Australia",,,Police station,False,61298589299,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,15,7,66.0,Tier 2,Others
